Date,101 HK,1038 HK,11 HK,12 HK,16 HK,17 HK,19 HK,2 HK,2388 HK,267 HK,293 HK,3 HK,330 HK,4 HK,494 HK,5 HK,551 HK,6 HK,66 HK,762 HK,8 HK,83 HK,883 HK,941 HK,992 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1898 HK,1299 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,2018 HK,175 HK
10/12/2016,17.1,63.15,140.7,41.182,113.2,9.63,82.7,77.8,26.2,11.1,10.76,13.4,6.65,54.583,3.84,58.7,29.35,71.5,42.8,9.75,4.74,13.12,10.44,95.3,5.16,2.57,206,5.7,5.82,3.47,4.82,20.75,41,5.77,15.5,24.35,5.47,2.9,213.4,13.26,4.31,53.1,34.75,6.1,31.15,14.88,54.45,96.1,77,7.7
10/13/2016,17.04,62.3,139.4,41.318,113.6,9.65,82,76.5,25.9,11,10.26,13.291,6.55,54.483,3.82,57.75,29.25,71.4,42.5,9.61,4.71,13.12,10.18,93.95,5.1,2.58,203.2,5.57,5.66,3.41,4.69,20.4,40.3,5.69,15.4,23.75,5.32,2.9,210,13.5,4.3,51.5,34.05,5.94,30.25,14.8,55.3,95.4,76.85,7.79
10/14/2016,17.1,62.8,141,41.364,114,9.67,83.1,77.45,26.15,11.14,10.28,13.436,6.63,54.633,3.88,58.5,29.1,72,43,9.88,4.75,13.22,10.44,93.85,5.14,2.61,205.4,5.66,5.72,3.44,4.72,20.7,40.7,5.79,15.56,23.7,5.36,2.9,209,13.6,4.33,52.1,35,5.96,30.6,14.84,56,96.9,77.9,7.74
10/17/2016,17,62.65,141.5,41.045,113.4,9.62,82.3,77.35,25.9,11.06,10.34,13.4,6.56,54.085,3.82,58.05,28.95,71.9,43,9.6,4.73,12.94,10.24,92.15,5.1,2.58,203.4,5.64,5.7,3.42,4.68,20.4,40.2,5.75,15.52,23.65,5.31,2.9,208.8,13.62,4.37,51.6,33.85,5.95,29.3,14.44,55.7,96.45,76.8,8.18
10/18/2016,17.24,62.85,141.4,41.545,115.1,9.77,82.65,77.5,26.3,11.24,10.44,13.491,6.48,54.832,3.87,59,29.6,72.05,42.85,9.59,4.82,13.22,10.48,93.3,5.15,2.6,205.4,5.74,5.83,3.5,4.77,20.7,40.55,5.85,15.8,24.8,5.39,2.93,212.4,13.7,4.44,52.6,34.15,5.95,30.1,14.78,56.55,97.45,77.55,8.09
10/19/2016,17,63,140.8,41.318,114.8,9.66,83,77.7,26.35,11.18,10.5,13.509,6.51,55.381,3.86,59.05,29.55,71.7,43.2,9.46,4.74,13.06,10.46,92.85,5.11,2.58,205.4,5.68,5.75,3.47,4.71,20.15,40.4,5.82,16,24.5,5.38,2.92,212.8,13.5,4.46,52.3,34.3,5.93,30,14.68,56.05,97.65,77.95,8.3
10/20/2016,17.1,63.1,141,41.318,114.2,9.56,83,78.2,26.95,11.22,10.48,13.564,6.58,55.231,3.86,58.8,29.1,72,43.35,9.43,4.7,12.98,10.68,92,5.14,2.77,206.6,5.72,5.8,3.48,4.72,20.1,40.3,5.87,16.1,24.35,5.54,2.89,214.2,13.76,4.48,52.75,34.45,5.98,30.05,15.04,55.7,98.2,80.05,8.44
10/21/2016,17.1,63.1,141,41.318,114.2,9.56,83,78.2,26.95,11.22,10.48,13.564,6.58,55.231,3.86,58.8,29.1,72,43.35,9.43,4.7,12.98,10.68,92,5.14,2.77,206.6,5.72,5.8,3.48,4.72,20.1,40.3,5.87,16.1,24.35,5.54,2.89,214.2,13.76,4.48,52.75,34.45,5.98,30.05,15.04,55.7,98.2,80.05,8.44
10/24/2016,17.66,63.7,143,41.818,115,9.89,83,79.7,28.15,11.52,10.54,13.618,6.78,57.424,3.92,59.4,29.4,73.35,43.8,9.41,4.74,13.42,10.7,90.9,5.13,2.65,208,5.83,5.93,3.58,4.81,20.25,40.7,6,16.72,24.2,5.69,2.89,215.4,13.5,4.78,52.7,34.5,6.04,30.6,15.3,56.55,98.95,77.45,8.97
10/25/2016,17.8,63.9,142.7,42.227,115.9,9.85,83,78.7,27.9,11.4,10.5,13.673,6.83,57.823,3.93,59.25,29.05,73.15,43.7,9.32,4.75,13.4,10.7,90.5,5.12,2.66,208.6,5.82,5.89,3.57,4.79,20.15,41.05,6,16.74,24.2,5.64,2.88,214.8,13.46,4.74,53,35.05,6.04,31.45,15.36,56.5,98.5,74.4,9.09
10/26/2016,17.4,63.5,141.1,42.227,115.5,9.75,82.35,78.6,27.45,11.26,10.4,13.636,6.89,57.973,3.89,58.8,28.45,72.95,43.25,9.2,4.69,13.28,10.48,90,5.07,2.63,206.4,5.72,5.76,3.52,4.72,20,40.65,5.96,16.48,24,5.52,2.95,212.2,13.46,4.68,52.3,35.5,5.96,32.05,15.14,56.2,97.3,75.85,8.8
10/27/2016,17.24,63.15,139.9,41.682,115.9,9.71,80.4,78.25,27.7,11.18,10.2,13.618,6.93,57.923,3.86,58.7,29,72.85,42.85,9.19,4.68,13.34,10.2,89.1,5.05,2.57,205.6,5.67,5.68,3.48,4.69,19.8,40.5,5.87,16.14,24,5.41,3,210.6,13.44,4.46,51.4,34.45,5.91,31.8,14.8,56.05,96.25,74.05,8.32
10/28/2016,17.1,63.4,139,41.455,115,9.58,80.5,77.9,27.5,11.12,10.06,13.636,6.91,57.724,3.87,58.35,29,72.8,42.8,9.11,4.6,13.2,10.04,88.2,5.02,2.57,204,5.6,5.66,3.44,4.63,19.28,40.6,5.81,16.24,24.1,5.38,2.91,208,12.98,4.45,51.4,34,5.89,31.9,15.1,55,95.1,74,8.22
10/31/2016,17.12,63.55,140.1,41.773,115.8,9.67,80.65,78.9,27.7,11.14,10.22,13.818,6.4,58.122,3.82,58.35,29.55,72.95,42.95,9.09,4.62,13.2,9.87,88.85,4.98,2.56,205.4,5.68,5.65,3.48,4.67,19.26,40.95,5.91,16.14,23.95,5.34,2.88,205.8,13.18,4.4,48.95,33.75,5.87,31.85,14.7,55.3,95.95,74,8
11/1/2016,17.24,64.5,141.5,42.409,118.4,9.79,81.85,80.15,27.6,11.38,10.36,14.091,6.34,59.767,3.9,58.45,29.2,74.3,43.2,9.14,4.64,12.98,9.99,89.05,4.98,2.61,206,5.78,5.8,3.52,4.75,19.6,41.6,5.99,17.18,24.1,5.4,2.89,207.2,13.26,4.42,48.5,34.7,5.85,32.55,14.66,55.55,96.9,73.75,8.22
11/2/2016,17,63.85,140.3,42.045,117.3,9.73,80.75,78.9,27.1,11.2,10.22,13.945,6.31,58.82,3.82,57.7,29.2,73.8,42.9,8.95,4.6,12.7,9.87,87.75,4.91,2.57,203,5.64,5.69,3.45,4.65,19.24,40.85,5.88,17,23.75,5.28,2.9,204.4,13.1,4.39,47.95,34.25,5.78,32.1,14.74,54.75,95.85,72,8.18
11/3/2016,16.88,63.4,140.5,41.682,115.8,9.74,80.55,78.35,27.4,11.2,10.22,13.782,6.29,57.275,3.78,57.6,28.65,73.05,42.6,9.06,4.53,12.56,9.82,87.4,4.87,2.52,200.2,5.6,5.62,3.44,4.64,19.24,40.65,5.94,16.68,23.65,5.26,2.9,202,13.06,4.36,47.65,33.95,5.8,32.1,14.62,55.2,95.45,71.3,8.05
11/4/2016,16.72,65.55,141.2,41.591,115.4,9.75,80.7,78.2,27.25,11.12,10.3,13.727,6.19,57.424,3.77,57.45,29,73.65,42.55,9.05,4.51,12.66,9.75,87.3,4.86,2.5,199.7,5.6,5.6,3.44,4.65,19.22,40.65,5.89,16.72,23.6,5.3,2.91,200,13.12,4.4,47.8,34.05,5.78,31.75,14.68,54.55,95.5,70.05,7.62
11/7/2016,16.34,65.8,139.9,39.182,104,8.87,81,79.1,27,11.2,10.52,13.836,6.24,55.879,3.74,59.15,28.95,74.25,42.4,9.09,4.56,11.66,9.85,88.15,4.85,2.52,202.6,5.68,5.69,3.48,4.69,19.5,41.05,5.98,17.42,23.7,5.39,2.99,204.2,13.26,4.5,48.5,35.05,5.8,32.5,14.9,54.75,95.85,72.25,7.97
11/8/2016,16.58,65.4,140,39.091,105.7,8.89,80.85,79.2,26.95,11.32,10.48,13.873,6.25,56.826,3.81,59.1,29.1,74.3,42.6,9.06,4.56,11.82,9.8,88.8,4.85,2.53,203.6,5.72,5.67,3.52,4.74,19.58,41.4,6.03,17.02,24.05,5.4,3.07,205.6,13.3,4.3,48.5,35.35,5.82,33,15.32,54.8,96.1,71.65,7.92
11/9/2016,16.24,64.7,138.6,38.682,104.3,8.82,79.65,78.1,26.5,11.12,10.4,13.745,6.11,56.527,3.64,58,29,73.2,42.1,8.84,4.55,11.5,9.53,86.8,4.76,2.49,202.4,5.52,5.46,3.4,4.58,19.06,40.15,5.86,16.84,23.6,5.2,3.07,202.4,13.08,4.18,47.45,34.65,5.76,32.25,14.98,54.85,94.05,69.95,7.9
11/10/2016,16.82,65.8,141.5,39.182,105.9,8.95,81.25,78.4,27.6,11.52,10.52,13.782,6.29,58.122,3.61,60,29,73.75,42.35,8.95,4.53,11.82,9.79,87.1,4.85,2.5,204.8,5.62,5.52,3.46,4.66,19.36,40.95,5.99,17.16,23.75,5.27,3.36,208.2,13.16,4.32,48.55,35.3,5.75,32.7,15.32,54.85,94.75,72.45,8.15
11/11/2016,16.62,65.45,142.8,38.773,104.6,8.84,78.5,76,28.25,11.42,10.46,13.291,6.22,54.284,3.56,61.15,28.3,72.35,41.9,8.6,4.37,11.56,9.61,84.25,4.82,2.47,206.2,5.52,5.42,3.42,4.6,19.22,40.65,5.9,17.18,23.2,5.19,3.36,200,12.8,4.35,48.35,35.1,5.67,33.15,15.3,53.1,93.8,68.85,7.71
11/14/2016,16.36,64.9,143.5,38.364,99.75,8.73,77.5,74.85,28.05,11.38,10.42,13.018,6.17,53.187,3.53,60.65,27.75,72.05,41.1,8.52,4.33,11.4,9.51,84,4.76,2.41,204.2,5.46,5.33,3.38,4.51,19.4,40.25,5.83,17,22.8,5.13,3.33,192.6,12.64,4.38,47.8,34.55,5.57,32.8,15.14,51.8,93.35,68.8,7.6
11/15/2016,16.7,64.5,146.5,38.364,100.2,8.86,77.25,74.85,28.3,11.58,10.5,13.145,6.31,53.586,3.36,61.6,27.05,72.4,40.65,8.5,4.26,11.48,9.56,84.8,4.79,2.41,203.4,5.53,5.34,3.39,4.5,19.8,40.75,5.86,16.48,22.75,5.16,3.25,193.2,12.72,4.24,47.2,34.25,5.57,33.05,15.04,52.15,93.6,68.2,7.5
11/16/2016,16.76,64.05,143.3,38.318,100,8.77,76.9,73.6,28.2,11.64,10.52,13.018,6.64,53.138,3.34,61.45,27.35,72,39.85,8.52,4.45,11.2,9.73,84.4,4.72,2.41,203.4,5.46,5.3,3.36,4.48,20.1,40.55,5.83,16.12,22,5.21,3.25,196.9,12.84,4.18,47.15,34.55,5.55,33.5,15.04,51.3,93.5,70.1,7.22
11/17/2016,17.02,64.3,143.4,38.227,101,8.81,77.25,74,27.95,11.7,10.52,13.145,6.65,54.783,3.35,60.4,27.6,72.35,39.25,8.73,4.41,11.16,9.68,84.75,4.72,2.44,204,5.45,5.27,3.36,4.46,19.92,40.4,5.86,16.2,21.95,5.18,3.41,194.8,12.74,4.13,47.15,36.35,5.58,34.95,14.98,52.55,93.6,72.05,7.25
11/18/2016,17,64.3,145,38.091,100.3,8.8,77.5,73.7,28.05,11.68,10.52,13.218,6.59,55.131,3.49,61.1,27.5,72.7,39.15,9.07,4.41,11.24,9.77,84.6,4.73,2.46,203,5.48,5.28,3.36,4.48,19.96,40.45,5.91,15.8,22,5.18,3.29,195.4,12.84,4.09,46.85,36.95,5.6,35.95,15.08,52.85,94.9,73.85,7.74
11/21/2016,17.04,64.75,145,38.227,100.4,8.83,77.05,73.45,28,11.8,10.52,13.055,6.59,55.181,3.36,60.8,27.35,72.4,38.65,9.01,4.32,11.36,9.73,84.2,4.76,2.43,202.4,5.5,5.29,3.36,4.49,20.95,41.8,5.91,15.7,22.05,5.2,3.34,193.6,12.62,4.08,46.65,38.15,5.61,36.55,15.38,52.85,95.75,72.4,7.97
11/22/2016,17.38,64.95,146.3,38.773,102,8.88,77.6,74.05,28.6,11.96,10.58,13.055,6.34,55.48,3.36,61.7,27.3,73,39.1,9.06,4.36,11.56,10.24,84.4,4.81,2.42,203.8,5.62,5.44,3.43,4.6,21.55,42.65,6.03,16.28,22.45,5.4,3.4,195.8,12.92,4.18,47.2,37.75,5.71,36.5,15.5,52.05,96.5,71.85,7.86
11/23/2016,17.44,65,145.9,39.045,102,8.91,77.5,74.55,28.6,12,10.54,13.073,6.3,55.381,3.35,61.45,27.5,73.15,38.9,8.92,4.39,11.64,10.16,84,4.82,2.43,203.6,5.7,5.45,3.46,4.64,21.2,42.55,6.01,16.28,22.55,5.39,3.38,194.3,12.8,4.13,47.2,37.9,5.75,36.7,15.52,52.1,96.2,72.55,7.74
11/24/2016,17.22,64.65,147,38.591,101.2,8.51,76.95,74.05,28.65,12,10.5,13.055,6.3,54.733,3.36,61.45,27.5,72.9,38.65,8.92,4.4,11.54,10.1,83.55,4.79,2.44,203.8,5.69,5.4,3.46,4.61,21.85,42.35,6,16.2,22.4,5.35,3.58,192.2,12.78,4.16,47.1,38.65,5.72,37.4,15.6,52.45,95.6,71.2,8.11
11/25/2016,17.32,64.9,147.8,38.727,100.9,8.56,76.95,74.3,28.9,12.06,10.5,13.145,6.33,55.68,3.34,61.6,27.2,72.95,38.7,8.95,4.39,11.52,10.04,83.9,4.81,2.45,205,5.75,5.4,3.5,4.67,22.7,43.25,6.04,16.24,22.2,5.36,3.58,193,12.7,4.17,47.3,38,5.7,37,16.32,52.2,95.1,70.5,8.27
11/28/2016,17.42,64.8,146.8,38.773,100.9,8.58,77.15,75,28.85,12.2,10.48,13.127,6.27,54.982,3.38,61.5,27.25,73.1,38.85,8.8,4.36,11.6,10,84.75,4.82,2.5,204.8,5.82,5.46,3.54,4.76,22.4,43.35,6.03,16.7,22.55,5.35,3.64,195.3,12.86,4.19,47.1,38.45,5.72,37.5,16.38,52.65,94.6,69.9,8.05
11/29/2016,17.22,65.3,146.4,38.955,100.4,8.56,77.1,76.25,29,12.1,10.42,13.182,6.44,54.832,3.39,60.6,27.75,73.15,38.8,8.77,4.47,11.62,9.91,84,4.79,2.48,203.6,5.83,5.44,3.51,4.78,22.25,43,5.98,16.24,22.4,5.34,3.61,193,12.9,4.03,47.05,38.9,5.71,37.6,16.1,52.9,94.4,70.8,7.98
11/30/2016,17.48,64.8,147,38.955,101.5,8.64,77.25,75.85,29.1,11.94,10.5,13.127,6.35,57.325,3.4,61.05,27.95,74,38.8,9.42,4.51,12.2,9.78,84.65,4.81,2.5,204,5.78,5.42,3.53,4.75,22.55,42.9,5.96,16.06,22.4,5.27,3.46,193.7,12.76,3.91,47.3,38.2,5.67,38.5,15.9,53.4,94.5,70.2,8.02
12/1/2016,17.34,65.1,146.2,39.045,101.5,8.7,77,75.3,29.05,11.98,10.48,13,6.39,56.577,3.4,61.15,28.35,73,38.15,9.83,4.56,11.74,10.38,85.95,4.84,2.54,204.2,5.85,5.55,3.56,4.79,22.3,42.7,5.93,16,22.65,5.52,3.57,194.5,12.88,3.85,46.85,38,5.74,37.5,15.74,52.8,94.7,69.95,7.99
12/2/2016,17.02,64.65,145.8,38.455,101,8.62,76.5,73.6,28.65,11.78,10.38,12.836,6.5,55.48,3.35,61.15,28.9,71.7,37.85,9.5,4.48,11.64,10.34,84.3,4.82,2.52,202.8,5.8,5.46,3.54,4.75,21.7,41.9,5.84,16,22.35,5.49,3.54,191,12.8,3.85,45.3,36.5,5.74,35.75,15.32,52.65,93.8,68.6,7.65
12/5/2016,16.98,64.45,146.1,38.455,101.5,8.63,76.5,74.2,28.65,11.7,10.44,12.818,6.4,55.331,3.35,61.3,29.05,72,38.05,9.41,4.51,11.7,10.14,83.45,4.77,2.47,197.4,5.79,5.47,3.52,4.77,21.55,41.4,5.85,15.74,22.15,5.47,3.54,190,12.58,3.78,45.55,37.25,5.71,36.65,15.62,52.65,93.4,69,7.71
12/6/2016,17.28,64.95,147.2,38.545,101.7,8.6,76.35,74.45,28.95,11.8,10.36,12.891,6.48,55.381,3.38,63.4,28.85,72.7,38.6,9.48,4.55,11.98,10.18,83.75,4.78,2.48,196.4,5.83,5.52,3.54,4.82,22.3,41.4,5.85,15.74,22.05,5.52,3.62,189.9,12.76,3.82,45.25,37.4,5.74,38,15.84,52.85,93.85,68.9,7.96
12/7/2016,17.58,65.5,147.4,38.591,102.8,8.67,76.5,73.9,29.5,11.9,10.38,13.018,6.4,55.73,3.41,65.5,29.45,72.35,38.5,9.36,4.55,12.02,10.2,84.05,4.78,2.51,193.6,5.84,5.57,3.56,4.83,22.5,41.9,5.91,16.1,22,5.51,3.55,190.2,12.84,3.88,45.1,37.4,5.83,38,15.92,53.75,92.6,68.8,8.3
12/8/2016,17.76,65.3,148.6,38.773,103.1,8.71,77.35,74.35,29.25,12.04,10.4,12.982,6.44,56.278,3.37,65.35,29.2,72.55,38.6,9.5,4.57,12.14,10.28,84.5,4.79,2.5,195,5.89,5.61,3.6,4.85,22.25,42.05,6.03,16.18,22.4,5.51,3.57,190.9,12.84,3.94,44.25,37.5,5.87,37.65,16.24,53.9,92.4,68.85,8.48
12/9/2016,17.66,65.1,148,38.955,105.2,8.78,77.2,74.45,29.35,11.86,10.42,12.855,6.39,55.53,3.43,65.75,29.6,72.15,38.9,9.7,4.57,12.18,10.26,83.6,4.78,2.51,192.7,5.88,5.56,3.6,4.85,22.2,42.3,6.06,16.14,22.5,5.44,3.51,188.2,12.62,3.93,43.7,34.55,5.84,35,16.04,54.2,92.95,68.2,8.28
12/12/2016,17.44,64.65,147.4,38.045,102.6,8.66,76,73.75,28.75,11.58,10.24,12.764,6.25,54.434,3.54,64.6,28.35,71.75,38.1,9.33,4.49,12.06,10.22,82.05,4.77,2.46,189.6,5.8,5.57,3.54,4.79,21.4,41.75,5.93,15.6,22,5.47,3.45,185.1,12.42,3.85,43.8,34.15,5.79,34.5,15.6,53.6,92.05,66.6,7.8
12/13/2016,17.32,64.5,146.9,38.227,102.5,8.59,75.25,73.45,28.7,11.58,10.24,12.764,6.39,54.334,3.49,63.9,28.85,71.7,38.7,9.52,4.42,11.92,10.38,81.95,4.77,2.46,189.6,5.76,5.62,3.52,4.76,21.5,42.2,5.88,15.76,21.8,5.76,3.47,186.3,12.46,3.89,44.5,34.35,5.8,34.5,15.76,52.65,91.25,66.9,7.83
12/14/2016,17.36,64.3,147,38.091,102.1,8.57,75.35,73.6,28.5,11.54,10.16,12.727,6.42,54.334,3.71,64.55,29.3,70.85,38.65,9.5,4.46,11.94,10.38,82.2,4.74,2.44,190,5.72,5.81,3.52,4.71,21.55,41.8,5.86,15.54,21.6,6.02,3.42,186.8,12.32,3.83,44.1,34,5.9,34.55,15.84,52.5,91.35,68.9,7.48
12/15/2016,16.82,63.6,146.4,37.455,99.7,8.33,74.4,73.1,28.15,11.42,10.12,12.545,6.32,52.938,3.59,64,29.4,69.9,38.15,9.21,4.39,11.66,10.02,81.8,4.71,2.4,186.9,5.55,5.69,3.45,4.57,20.7,40.95,5.66,15.1,21.2,5.91,3.26,184,12.14,3.75,43.75,33.25,5.89,33.5,15.4,50.4,90.25,68.35,7.32
12/16/2016,16.86,62.3,147,37.409,99.45,8.3,73.7,72.65,27.7,11.52,10.18,12.545,6.39,52.091,3.56,63.95,29,69,37.9,9.08,4.28,11.46,10.08,81.25,4.73,2.43,185.1,5.55,5.68,3.46,4.57,20.5,40.45,5.64,15.16,20.95,5.88,3.21,183.9,12.32,3.75,44.4,33,5.92,33.9,15,50.2,90,68.65,7.26
12/19/2016,16.56,62,145.6,37.273,98.75,8.25,73.45,72,27.35,11.2,10.16,12.491,6.32,51.542,3.62,63.75,28.95,68.35,37.5,9.01,4.24,11.46,10,80.6,4.71,2.47,182.6,5.52,5.62,3.42,4.56,20.15,39.75,5.54,14.76,20.65,5.92,3.17,182.2,12.22,3.73,43.85,32.8,5.89,33.6,14.94,50.15,88.8,68,7.23
12/20/2016,16.48,61.75,146.1,37.091,98.65,8.25,73.4,72.5,27.55,11.1,10.12,12.473,6.15,51.542,3.72,62.5,29,68.8,37.5,8.97,4.22,11.44,9.92,81.85,4.7,2.44,182.1,5.47,5.59,3.38,4.55,19.9,39.15,5.48,14.74,20.6,5.86,3.18,181.7,12.26,3.7,43.9,32.65,5.87,33.35,14.7,50.15,88.2,67.55,7.36
12/21/2016,16.34,61,145.3,37.091,98.4,8.28,73.15,72.4,27.9,11.04,10.26,12.455,6.16,51.094,3.69,63.1,28.2,68.7,37.55,9.03,4.25,11.48,9.9,81.75,4.69,2.43,182.1,5.52,5.66,3.38,4.56,20.4,39.2,5.51,14.84,20.6,5.95,3.15,182.2,12.28,3.7,44.05,33.3,5.94,33.9,14.64,50,87.9,68.4,7.38
12/22/2016,16.28,60.2,145.4,37,97.9,8.19,73.35,72.15,27.85,10.9,10.24,12.418,6.3,50.745,3.63,62.55,28.4,68.35,37.4,8.91,4.26,11.44,9.69,80.9,4.68,2.47,181,5.45,5.58,3.36,4.49,20.05,38.6,5.47,14.38,20.4,5.82,3.1,181.5,12.12,3.61,44.1,33.2,5.89,33.5,14.5,49.5,88.75,67.5,7.27
12/23/2016,16.08,60.4,143.9,36.818,97.25,8.16,73.1,71.6,27.8,10.9,10.22,12.364,6.22,50.097,3.49,62.2,28.05,68.15,37.3,8.98,4.2,11.38,9.57,80.5,4.67,2.43,179.9,5.62,5.48,3.35,4.49,20.05,38.4,5.46,14.3,20.4,5.81,3.11,179.7,12.02,3.54,43.95,33.15,5.83,33.1,14.34,49.2,88.1,67.45,7.09
12/26/2016,16.08,60.4,143.9,36.818,97.25,8.16,73.1,71.6,27.8,10.9,10.22,12.364,6.22,50.097,3.49,62.2,28.05,68.15,37.3,8.98,4.2,11.38,9.57,80.5,4.67,2.43,179.9,5.62,5.48,3.35,4.49,20.05,38.4,5.46,14.3,20.4,5.81,3.11,179.7,12.02,3.54,43.95,33.15,5.83,33.1,14.34,49.2,88.1,67.45,7.09
12/27/2016,16.08,60.4,143.9,36.818,97.25,8.16,73.1,71.6,27.8,10.9,10.22,12.364,6.22,50.097,3.49,62.2,28.05,68.15,37.3,8.98,4.2,11.38,9.57,80.5,4.67,2.43,179.9,5.62,5.48,3.35,4.49,20.05,38.4,5.46,14.3,20.4,5.81,3.11,179.7,12.02,3.54,43.95,33.15,5.83,33.1,14.34,49.2,88.1,67.45,7.09
12/28/2016,16.06,60.85,143.1,36.818,97.15,8.16,72.6,71.2,27.6,10.94,10.2,12.364,6.19,50.346,3.42,61.95,27.85,68.05,37.4,9.08,4.2,11.38,9.7,81.05,4.66,2.46,180.7,5.89,5.49,3.39,4.54,20.2,38.5,5.52,14.48,20.45,5.84,3.11,183.6,12.04,3.55,43.85,33.1,5.84,33.25,14.72,49,88.1,69.75,7.38
12/29/2016,16.02,61.25,143.2,37,97.4,8.19,73.1,71.05,27.3,11.02,10.16,12.364,6.07,50.645,3.4,61.95,27.6,67.95,37.5,9.01,4.19,11.54,9.62,81.45,4.63,2.44,180.9,5.89,5.47,3.4,4.58,20.05,38.7,5.52,14.44,20.3,5.78,3.08,187.6,12.22,3.6,43.3,33.15,5.78,33.05,14.8,49.8,87.9,70.1,7.25
12/30/2016,16.44,61.7,144.3,37.5,98,8.2,74.05,71.25,27.75,11.1,10.2,12.491,6.09,51.393,3.41,62.25,28.15,68.35,37.7,9.03,4.2,11.62,9.7,82.2,4.7,2.45,183.2,5.97,5.5,3.44,4.65,20.2,38.8,5.61,14.6,20.55,5.78,3.2,189.7,12.32,3.68,43.75,33.7,5.8,33.8,14.94,50.4,87.9,70.45,7.41
1/2/2017,16.44,61.7,144.3,37.5,98,8.2,74.05,71.25,27.75,11.1,10.2,12.491,6.09,51.393,3.41,62.25,28.15,68.35,37.7,9.03,4.2,11.62,9.7,82.2,4.7,2.45,183.2,5.97,5.5,3.44,4.65,20.2,38.8,5.61,14.6,20.55,5.78,3.2,189.7,12.32,3.68,43.75,33.7,5.8,33.8,14.94,50.4,87.9,70.45,7.41
1/3/2017,16.9,61.7,146.8,38,100.7,8.43,75.85,72.55,28.3,11.06,10.4,12.509,6.17,53.636,3.55,63,28.35,68.95,38.35,9.13,4.28,11.9,9.79,82,4.79,2.49,184.3,5.86,5.57,3.48,4.68,20.8,39.35,5.67,14.64,20.75,5.8,3.2,189.4,12.3,3.72,43.75,33.6,5.82,33.35,15.06,50.9,90.8,70.55,7.66
1/4/2017,16.92,61.6,145.5,37.727,100.9,8.46,76.05,73,28.35,11.14,10.52,12.491,6.19,54.832,3.59,63.45,28.65,68.7,38.3,9.1,4.31,11.92,9.8,82.25,4.9,2.53,182.6,5.83,5.52,3.46,4.65,20.6,39.25,5.65,15.12,20.7,5.73,3.26,189,12.36,3.76,43.55,33.4,5.87,33.35,14.86,51.05,90.15,71.45,7.67
1/5/2017,16.96,61.7,148.4,38,102.6,8.46,76.9,73.65,28.8,11.36,10.54,12.582,6.2,54.882,3.58,63.9,29.45,68.5,38.5,9.21,4.32,11.96,9.96,84.3,4.98,2.53,185.3,5.85,5.71,3.5,4.71,21.1,39.75,5.73,15.74,21,5.97,3.33,193.3,12.4,3.89,44.45,34,5.94,34.2,14.46,52.5,90.7,74,7.96
1/6/2017,17.3,61.7,148.2,37.955,103.4,8.48,76.8,73.5,28.35,11.32,10.46,12.6,6.11,56.079,3.58,63.75,29.05,69,38.25,9.22,4.36,11.92,9.95,84,4.96,2.53,185.4,5.83,5.82,3.52,4.73,21.1,39.7,5.74,15.46,21.35,6.04,3.3,195.1,12.3,3.79,44.8,33.65,5.93,34,14.54,52.95,90.15,75,7.68
1/9/2017,17.26,61.55,148.8,38.227,104,8.5,77.2,73.75,28.65,11.46,10.54,12.764,6.17,55.929,3.5,63.7,27.05,70,38.35,9.27,4.38,12.08,9.86,84,5.02,2.51,185.6,5.83,5.87,3.5,4.68,21,39.7,5.69,15.4,21.65,6.18,3.22,195.6,12.4,3.77,45.35,34.55,5.98,35.45,14.52,52.6,90,74.75,7.97
1/10/2017,17.46,61.85,148.7,39,104.7,8.69,77.5,75.5,29,11.38,10.56,13.145,6.15,57.624,3.55,63.35,27.55,71.05,38.8,9.1,4.44,12.4,9.73,84.1,5.01,2.5,187.5,5.9,5.9,3.51,4.71,21.1,39.8,5.72,15.62,22,6.18,3.28,198,12.7,3.83,46.2,35.3,6,35.85,14.78,53.3,90.95,75,8.27
1/11/2017,17.8,61.7,149.5,39.136,105.7,8.94,78.1,75.5,29.15,11.48,10.54,13.164,6.2,57.773,3.57,63.85,27.55,71.1,38.8,8.93,4.55,12.8,9.84,85,5,2.49,188.3,5.94,5.87,3.53,4.76,21.55,40.2,5.75,15.8,22.4,6.17,3.5,200.8,12.9,3.91,46.45,35.65,6.02,36.25,15.04,53.2,92.25,75.05,8.16
1/12/2017,18,61.05,149.2,39,106.4,8.98,78.25,74.85,28.7,11.48,10.54,13.091,6.15,57.125,3.53,63.95,26.95,70.05,38.4,8.83,4.47,12.82,9.73,84.85,5.11,2.51,186.6,5.91,5.88,3.52,4.77,21.35,40.05,5.74,15.74,22.65,6.12,3.4,198.8,13.12,3.8,46.25,34.75,6.03,35.45,14.94,52.45,91.6,75.2,8.12
1/13/2017,18.12,60.95,150,39.636,106.7,9,78.55,75.3,29.3,11.52,10.54,13.182,6.09,57.823,3.54,64,27.55,70.55,38.8,8.92,4.39,12.8,9.96,85.35,5.12,2.5,186.5,5.87,6.09,3.54,4.77,21.55,40.45,5.79,16.38,23,6.28,3.41,199.7,13.4,3.94,46.4,34.85,6.06,35.5,15.08,52.35,92.05,75,8.44
