Date,101 HK,1038 HK,11 HK,12 HK,16 HK,17 HK,19 HK,2 HK,2388 HK,267 HK,293 HK,3 HK,330 HK,4 HK,494 HK,5 HK,551 HK,6 HK,66 HK,762 HK,8 HK,83 HK,883 HK,941 HK,992 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1898 HK,1299 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,2018 HK,175 HK
1/4/2016,17.3,70.4,143,39.132,93.2,7.66,84.8,64.8,23.15,13.34,13.14,12.331,8.35,42.271,4.99,60.4,25.75,69.5,37.6,9.23,4.43,11.16,8.01,85.1,7.46,2.96,192.8,5.15,4.53,3.36,4.52,23.8,40.85,5.29,11.46,25.8,5.02,2.46,149.1,14.22,2.86,45.45,25.75,6.72,24.4,12.46,45.65,103,49.8,3.99
1/5/2016,17.42,70.45,144.6,38.554,93.05,7.66,84.55,65.1,22.75,13.16,13.24,12.331,8.26,42.37,4.99,59.9,25.3,69.55,38,9.1,4.46,11.22,8.03,82.9,7.35,2.94,191.7,5.14,4.53,3.35,4.48,23.55,40.4,5.18,11.34,25.6,4.94,2.46,147.4,14.86,2.87,45.65,25.9,6.73,24.5,12.52,45.1,102.6,49.5,3.82
1/6/2016,17.02,70.4,142.3,38.347,92.1,7.32,83.8,64.7,22.65,12.82,13.16,12.182,8.08,42.171,4.83,59.25,26.35,69.9,37.3,9.03,4.45,11.18,8.02,82.5,7.12,2.9,190.1,5.11,4.46,3.32,4.41,23.25,40.1,5.15,11.82,25.25,4.88,2.46,146,15.2,3.06,45.05,25.45,6.71,24.05,12.34,45.25,102.5,46.95,3.69
1/7/2016,16.6,69.15,137.4,37.975,91.65,7.11,81.9,64.2,22.35,12.56,12.98,12.149,7.7,41.722,4.84,57.3,24.9,69.4,36.25,8.55,4.41,10.98,7.55,80.4,6.98,2.86,184.1,5,4.14,3.22,4.29,22.45,37.95,4.95,11.18,24,4.56,2.31,140.2,14.66,2.81,43.65,23.6,6.37,22.45,12.06,44.9,100.4,45.05,3.47
1/8/2016,16.22,70.3,138,37.645,91.55,7.18,81.65,63.9,22.6,12.52,13.04,12.165,7.91,40.875,4.75,57.4,24.75,69.5,36.65,8.85,4.27,10.66,7.63,82.05,7.16,2.91,186.5,5.02,4.37,3.22,4.35,22.55,38,5.05,11.52,23.75,4.68,2.39,142.6,14.5,2.9,43.75,22.8,6.4,22.05,11.82,44.6,99.35,47.45,3.51
1/11/2016,15.9,69.05,135.1,36.405,90.05,6.95,79.5,62.75,21.9,12.14,12.92,11.967,7.79,39.778,4.65,56.35,24.2,68,36.25,8.58,4.14,10.32,7.31,80.6,6.87,2.83,182.1,4.92,4.24,3.12,4.22,21.4,36.35,4.91,10.96,22.6,4.45,2.27,138,13.88,2.77,42.3,22.3,5.93,21.4,11.3,44.05,97.95,46.5,3.34
1/12/2016,15.78,67.9,133.6,35.537,89.8,6.91,77.75,62.8,22.3,12.02,12.76,11.901,7.71,39.13,4.69,56.5,24.35,67.2,36.1,8.34,4.22,10.18,7.07,79.65,6.76,2.77,179.6,4.89,4.2,3.11,4.16,20.95,35.65,4.91,10.88,22.05,4.39,2.28,136.1,13.82,2.7,42,22.3,5.71,21.6,11.5,44.25,97,44.8,3.33
1/13/2016,15.76,68.15,133.6,35.909,90,7,77.65,63.35,22.25,11.88,12.76,11.967,7.84,38.881,4.7,57.05,24.5,68.4,36.7,8.66,4.41,10.32,7.27,81.6,6.73,2.87,179.8,4.89,4.27,3.12,4.17,21.2,36.15,4.91,10.98,22.35,4.45,2.31,137.4,13.94,2.7,43.1,22.45,5.75,21.65,11.48,45.25,99.05,46.5,3.52
1/14/2016,15.68,71.05,133.9,35.455,89.3,6.84,76.75,63.1,22.2,11.86,12.98,12.05,7.81,38.732,4.57,56.3,25.25,70.45,36.45,8.64,4.38,10.22,7.28,81.3,6.72,2.85,179.8,4.82,4.22,3.11,4.15,21,36.3,4.88,11.36,22.4,4.48,2.25,137.1,13.96,2.68,42.7,22.35,5.76,21.6,11.28,44.85,97.9,44.7,3.54
1/15/2016,15.54,71,132.3,34.504,87.3,6.7,76.25,63.35,21.7,11.34,12.76,12.017,7.81,37.635,4.5,56.1,25.55,70.1,36.6,8.51,4.38,9.94,7.06,80.45,6.45,2.79,175.4,4.73,4.03,3.04,4.05,20.35,35.1,4.76,10.98,22.1,4.38,2.22,137,13.62,2.59,42.45,21.65,5.46,21.15,10.84,44.85,97.55,45.7,3.41
1/18/2016,15.3,70.4,130,34.421,84.35,6.62,74.8,62.9,20.75,11.38,12.38,11.917,7.51,36.837,4.42,54.35,25,68.8,36.65,8.36,4.35,9.81,6.74,80.1,6.53,2.8,172.5,4.65,4.02,2.99,3.98,20.2,34.7,4.68,10.66,22,4.29,2.2,136,13.42,2.48,41.35,22.5,5.37,21.9,10.8,44.05,96.7,46.45,3.41
1/19/2016,15.52,71.55,129.1,35.496,85.85,6.83,74.2,63.3,21.05,11.46,12.54,11.95,7.64,38.034,4.52,54.45,25.85,68.95,36.4,8.66,4.51,10.1,7.01,82.8,6.84,2.85,177.1,4.74,4.17,3.05,4.04,20.8,36.55,4.75,10.88,23,4.5,2.32,139.8,13.44,2.55,42.45,23.15,5.53,22.35,11.42,45,96.5,48.35,3.58
1/20/2016,15.02,69.35,125.2,33.182,82.9,6.61,73.1,62.5,19.9,10.84,12.06,11.57,7.66,36.339,4.39,53.15,25.7,67.05,35.5,8.12,4.48,9.71,6.58,80,6.54,2.78,168.1,4.58,3.88,2.98,3.92,19.52,35.05,4.59,10.32,21.7,4.23,2.31,135.4,12.82,2.4,40.4,21.7,5.17,20.65,11.2,43,93.6,47.4,3.51
1/21/2016,14.38,69.05,121.4,31.157,81.3,6.32,70.35,62.45,19.42,10.72,12.5,11.091,7.62,35.442,4.3,51.9,25.75,66.2,34.4,8,4.4,9.61,6.42,80,6.36,2.72,162.5,4.49,3.91,2.93,3.86,19,33.55,4.54,10.34,20.65,4.18,2.24,133.1,12.44,2.32,40.35,20.9,5.16,20.1,10.86,42.6,93.2,47.35,3.32
1/22/2016,14.64,69.25,122.9,31.777,81.95,6.35,71.85,63.2,20.15,10.9,12.38,11.174,7.69,36.14,4.41,52.85,25.85,67.4,34.6,8.15,4.41,9.62,6.94,82.65,6.59,2.73,166.1,4.57,4.16,3.02,3.92,19.08,34.7,4.62,11.4,21.65,4.51,2.32,139,12.7,2.61,41.8,23.25,5.33,21.5,10.96,43.75,94.55,49.85,3.4
1/25/2016,14.68,70.65,125.6,32.025,82.8,6.36,72.8,63.15,20.55,10.84,12.4,11.091,8.22,36.239,4.45,53.6,26.5,68.25,35,8.31,4.46,9.54,7.27,83.75,6.96,2.89,168.9,4.61,4.29,3.02,3.95,19.32,35.15,4.64,11.24,21.45,4.64,2.37,144.3,12.96,2.63,42.45,23.55,5.51,21.7,11.08,43.85,94.2,49.9,3.38
1/26/2016,14.14,70.45,122.9,31.364,80.7,6.21,72.55,62.85,19.72,10.88,12.38,10.992,7.97,35.342,4.35,51.8,25.9,67.9,34.85,8.17,4.5,9.48,6.75,82.3,6.77,2.9,163.1,4.47,4.06,2.96,3.85,18.12,33.95,4.49,10.78,20.95,4.37,2.26,141.8,12.26,2.48,41.8,23.05,5.27,21.55,10.66,44,93.05,50.45,3.25
1/27/2016,14.34,71.05,121.6,33.099,80.35,6.26,73.8,62.8,19.76,10.82,12.18,10.942,7.54,35.292,4.37,52.9,25.75,68.6,35.05,8.29,4.53,9.82,7.01,83.7,6.88,2.8,161.8,4.55,4.11,2.95,3.87,18.36,33.8,4.56,11.04,21.4,4.51,2.26,140.5,12.4,2.46,42.95,24.55,5.35,22.45,10.6,43.65,93.15,50.45,3.27
1/28/2016,14.5,71.55,124.1,35.331,80.85,6.23,73.7,63.15,19.78,10.78,12.04,11.14,7.59,35.641,4.41,53.35,26,69.35,34.75,8.39,4.58,9.63,7.19,84.7,6.82,2.78,162.2,4.62,4.18,2.95,3.92,18.16,34.15,4.58,11.18,21.5,4.56,2.23,141.6,12.3,2.51,42.25,26.2,5.35,23.6,10.74,43.35,94.5,49.55,3.33
1/29/2016,14.26,72.8,128.5,34.711,83.8,6.3,75,65.1,20.5,10.94,12.18,11.256,8,35.89,4.44,54.5,26.75,70.7,35.1,8.55,4.64,9.88,7.88,85.7,6.88,2.77,170.3,4.73,4.33,3.04,4.03,18.78,34.95,4.71,11.62,22.4,4.75,2.33,144.9,13.08,2.63,42.85,26.8,5.79,24.1,10.74,44.35,96.35,49.5,3.3
2/1/2016,13.82,72.8,127.7,34.835,84.2,6.17,74.25,65.3,20,10.72,12.06,11.074,8,35.741,4.52,54.65,26.15,70.4,35.1,8.51,4.63,9.77,7.63,85.5,7.1,2.84,168.1,4.71,4.32,3.03,4,18,34.2,4.59,11.36,22.4,4.61,2.33,147,12.9,2.63,42.15,26.9,5.68,24.2,11.16,43.75,97.55,51.2,3.05
2/2/2016,13.78,73.1,128.2,34.091,83.25,6.13,73.7,66,19.72,10.68,11.92,11.223,8.04,35.741,4.59,54.15,26.4,70.9,35.4,8.5,4.71,9.75,7.55,85.75,7.36,2.87,168.5,4.58,4.3,2.99,3.91,18.12,34.05,4.57,11.22,22.15,4.57,2.42,145.6,12.92,2.56,40.95,26.75,5.77,23.75,11.52,44.2,97.1,52.05,3.06
2/3/2016,13.4,72.6,127.4,32.686,80.9,5.95,72.75,66.05,19.62,10.68,11.8,11.174,7.77,34.744,4.5,52.25,26.1,71.25,35.15,8.39,4.7,9.68,7.25,85.75,6.61,2.85,166.2,4.51,4.18,2.94,3.88,17.36,32.95,4.47,10.9,21.7,4.38,2.49,141.6,12.24,2.5,38.95,25.85,5.61,22.65,11.02,43.25,95.35,49.85,2.91
2/4/2016,13.68,73.4,128.1,33.099,82.15,5.99,74.95,66,19.48,10.72,11.7,11.372,7.83,35.442,4.62,52,25.85,72.45,35.55,8.56,4.75,9.83,7.7,85.65,6.82,2.83,165.5,4.58,4.34,3.01,3.94,17.14,33.3,4.48,11.28,21.8,4.61,2.49,141.9,12.54,2.67,39.9,24.6,5.76,23,11.38,43,96.9,50,2.97
2/5/2016,13.7,73.35,129,33.347,82.7,6.04,75.45,66.3,19.72,10.6,11.44,11.388,7.69,37.186,4.62,52.35,25.9,72.15,35.45,8.55,4.72,10,7.87,84.6,6.81,2.82,167,4.64,4.38,3.06,3.99,17.6,33.85,4.51,11.38,22.05,4.71,2.51,143.9,12.02,2.61,39.4,24.95,5.83,23.35,11.44,43,95.15,50,3
2/8/2016,13.7,73.35,129,33.347,82.7,6.04,75.45,66.3,19.72,10.6,11.44,11.388,7.69,37.186,4.62,52.35,25.9,72.15,35.45,8.55,4.72,10,7.87,84.6,6.81,2.82,167,4.64,4.38,3.06,3.99,17.6,33.85,4.51,11.38,22.05,4.71,2.51,143.9,12.02,2.61,39.4,24.95,5.83,23.35,11.44,43,95.15,50,3
2/9/2016,13.7,73.35,129,33.347,82.7,6.04,75.45,66.3,19.72,10.6,11.44,11.388,7.69,37.186,4.62,52.35,25.9,72.15,35.45,8.55,4.72,10,7.87,84.6,6.81,2.82,167,4.64,4.38,3.06,3.99,17.6,33.85,4.51,11.38,22.05,4.71,2.51,143.9,12.02,2.61,39.4,24.95,5.83,23.35,11.44,43,95.15,50,3
2/10/2016,13.7,73.35,129,33.347,82.7,6.04,75.45,66.3,19.72,10.6,11.44,11.388,7.69,37.186,4.62,52.35,25.9,72.15,35.45,8.55,4.72,10,7.87,84.6,6.81,2.82,167,4.64,4.38,3.06,3.99,17.6,33.85,4.51,11.38,22.05,4.71,2.51,143.9,12.02,2.61,39.4,24.95,5.83,23.35,11.44,43,95.15,50,3
2/11/2016,13.36,74.2,124.5,32.066,80.65,6.06,72.4,66,19.08,10.44,11.14,11.091,7.41,35.94,4.59,49.5,25.1,70.8,35,8.3,4.77,10.22,7.45,82,6.34,2.62,163.2,4.43,4.1,2.94,3.82,16.44,31.95,4.29,10.76,21.1,4.47,2.37,135.9,11.64,2.47,38.15,24.25,5.71,22.55,11.02,42.6,93.6,50,2.88
2/12/2016,13.32,76.05,124.1,32.107,80.8,6.05,71.7,66.25,18.98,10.12,11.36,11.289,7.29,36.189,4.62,48.1,25.65,72.05,35.55,8.06,4.7,10.12,7.48,82.2,6.43,2.62,163,4.31,4.12,2.84,3.73,16.32,30.6,4.27,10.6,20.9,4.5,2.32,133.3,11.72,2.38,37.25,24.75,5.84,23.25,11.18,42.95,91.95,49.6,2.79
2/15/2016,13.46,75.9,126.5,33.14,82.6,6.16,73.7,66.8,19.66,10.36,11.6,11.521,7.5,36.588,4.57,50.25,26.55,73.15,35.55,8.35,4.69,10.16,7.96,83.1,6.63,2.72,167.5,4.53,4.27,2.92,3.91,17.18,32.55,4.5,11.1,21.75,4.67,2.4,138.2,12.3,2.51,38.2,25.85,6.06,25.15,11.78,43.7,93.5,49.95,2.93
2/16/2016,13.6,75,126.1,33.843,84.1,6.14,74.8,66.7,19.74,10.44,11.9,11.488,7.6,37.436,4.49,50.35,26.7,72.4,36,8.42,4.67,10.38,8.11,83.5,6.55,2.73,169,4.62,4.42,2.98,3.98,17.3,33.65,4.52,11.42,22.9,4.97,2.46,139.3,12.4,2.56,38.55,25.6,5.92,24.65,11.58,43,94.9,51.1,3.01
2/17/2016,13.48,75.3,126.2,33.512,84.05,6.08,72.55,66.6,19.24,10.36,11.6,11.388,7.48,37.535,4.43,49.5,26.3,71.8,35.5,8.45,4.68,10.22,7.79,83,6.53,2.78,169.1,4.54,4.26,2.92,3.92,17.04,32.85,4.43,11.22,22.6,4.82,2.44,138.2,12.74,2.6,38.25,26.05,5.68,25,11.7,43,95.05,49.95,3.01
2/18/2016,13.58,75.9,127.1,34.174,85.6,6.12,73.3,66.8,19.52,10.78,12.1,11.455,7.78,38.333,4.41,50.95,26.5,73.5,36.2,8.69,4.68,10.44,8.21,84.45,6.68,2.86,171,4.65,4.42,2.97,3.96,17.66,34.15,4.53,11.42,23.1,5.11,2.53,142.3,13.22,2.63,39.25,27.6,5.7,26.5,11.82,43.55,95.85,50.6,3.04
2/19/2016,13.6,77,126.3,34.256,84.95,6.23,75,66.95,19.58,10.66,12.08,11.504,7.7,39.479,4.49,50.25,26.8,73.9,36,8.75,4.74,10.62,8.1,84.35,6.73,2.75,171.2,4.61,4.36,2.94,3.92,17.64,33.8,4.47,11.26,23.55,5.09,2.51,141.2,13.28,2.66,39.35,26.75,5.59,25.75,11.7,43.3,95.6,52.85,3.12
2/22/2016,14.02,76.6,134.5,34.835,87.95,6.34,76.6,67.8,20.1,10.84,12.34,11.719,8.06,40.426,4.6,49.15,27.45,74.05,36.65,9.02,4.78,10.8,8.1,84.95,6.81,2.77,173.7,4.66,4.38,2.99,3.98,18.28,34.5,4.52,11.42,23.25,5.11,2.57,141.7,13.26,2.7,39.8,27.4,5.6,26.4,11.88,43,96,52.35,3.13
2/23/2016,13.9,76.2,130.9,35.289,87.55,6.4,76.4,67.6,20.25,10.64,12.44,11.636,8.29,39.579,4.54,49.15,26.8,74,36.45,9.04,4.82,10.86,8.23,84.7,6.67,2.75,173.3,4.66,4.4,2.96,3.99,18,34.05,4.5,11.62,22.95,5.18,2.7,141.9,13.18,2.67,40.1,27.05,5.6,26.4,11.7,42.7,95.4,53.05,3.06
2/24/2016,13.52,78.15,131.1,35,86.7,6.37,76.25,68.25,19.9,10.66,12.4,11.438,7.88,39.23,4.4,48.7,26.8,74.5,37,8.92,4.9,10.88,7.98,84.1,6.54,2.72,172.3,4.61,4.28,2.94,3.93,17.56,33.35,4.47,11.4,22.65,5.07,2.86,140.4,12.9,2.69,39.15,26.35,5.5,26.05,11.38,43,95.55,52.95,2.93
2/25/2016,13.32,76.65,130,34.008,85.6,6.22,74.95,67.4,19.46,10.46,12.2,11.306,6.82,38.383,4.39,47.75,26.95,73.5,36.5,8.76,4.82,10.68,7.81,83.05,6.46,2.66,168.3,4.53,4.19,2.89,3.84,17.04,32.35,4.4,10.98,22.4,4.94,2.76,139,12.76,2.56,39.5,26.15,5.33,25.45,11.06,42.95,93.7,51.95,2.85
2/26/2016,13.52,79,132.1,34.669,88,6.42,75.75,68.45,20,10.92,12.82,11.521,6.85,38.981,4.45,49.55,27.35,74.95,37.15,9.06,5.05,10.9,8.19,84.45,6.64,2.78,173.3,4.58,4.43,2.94,3.87,17.36,33.4,4.48,11.06,23.15,5.17,2.9,142.7,13.02,2.63,40.65,26.95,5.64,26.1,11.4,43.45,95.1,53.55,2.93
2/29/2016,13.64,79.35,131.4,34.711,86.85,6.52,75.8,67.8,20.2,10.58,12.4,11.306,6.95,38.931,4.39,49.65,27.65,73.7,35.95,8.86,4.94,10.8,7.96,82.2,6.49,2.78,168.9,4.55,4.33,2.91,3.84,16.92,32.9,4.44,10.92,23.1,4.99,2.66,141.9,12.58,2.6,39.7,27.1,5.56,26.1,11.18,43.85,93.95,53.95,2.88
3/1/2016,13.74,80,132.4,35.661,89.3,6.63,76.6,68.65,20.3,10.96,12.8,11.289,6.95,39.28,4.4,50.05,27.2,74.25,36.55,8.85,4.9,10.98,8.29,83.65,6.57,2.91,169.1,4.61,4.54,2.96,3.91,16.8,33.2,4.51,11.3,23.8,5.16,2.7,144.5,12.8,2.66,40.3,27.3,5.86,25.9,11.08,44.45,94.8,54,2.97
3/2/2016,14.34,79.45,134.3,35.95,91.85,6.82,78.35,69.05,20.85,11.46,13.32,11.669,7.13,41.274,4.53,50.9,27.6,76,36.95,9.06,4.76,11.54,8.52,85.25,6.69,2.99,175,4.76,4.75,3.07,4.04,17.38,34.5,4.72,12.04,24.7,5.34,2.79,148.3,13.58,2.82,41.95,29.25,5.91,27.2,11.3,44.5,97.7,56,3.08
3/3/2016,14.54,75.7,134.9,36.157,92,6.91,79.4,69.2,20.85,11.42,13.48,11.504,7.08,41.523,4.47,49.65,27.9,76.3,36.65,9.04,4.78,11.54,8.76,85.05,6.42,2.96,173.3,4.73,4.77,3.06,4.04,17.44,34.6,4.69,12.18,24.4,5.35,2.85,147.6,13.88,2.92,42.4,28.65,5.96,26.95,10.96,44.2,97.55,54.1,3.07
3/4/2016,14.82,74.65,137.9,37.438,94.1,7.14,79.45,69.4,21.25,11.82,13.66,11.57,7.19,42.969,4.7,50.25,28.05,76.8,36.35,9.1,4.85,11.94,9.1,85.7,6.56,2.98,175,4.79,4.82,3.1,4.09,18.1,35.8,4.8,12.42,24.9,5.38,2.88,147.2,14.18,3.07,42.05,28.75,6.16,27.05,10.98,44.35,98.85,54,3.38
3/7/2016,14.88,75.15,131.2,37.19,94.6,7.21,79.35,69.35,21.4,11.82,13.52,11.603,7.24,43.467,4.71,49.65,27.95,75.75,36,9.14,4.78,11.92,9.24,84.65,6.54,3.04,173.1,4.87,4.92,3.15,4.13,18.04,35.6,4.84,12.86,25.35,5.41,2.83,146.5,14.18,3.18,41.7,28.55,6.25,26.7,11.28,44.2,98.15,54,3.4
3/8/2016,14.72,76.05,130.4,36.653,93.7,7.18,78.85,69.35,21.3,11.84,13.38,11.471,7.16,43.168,4.64,49.25,27.3,76.25,36,9.09,4.78,11.6,9.26,84.8,6.44,2.94,172.2,4.81,4.87,3.1,4.11,17.8,34.9,4.76,12.58,24.8,5.36,2.86,146.3,13.84,3.21,41.4,27.5,6.31,26,11.02,44.1,97.1,52.95,3.35
3/9/2016,14.64,76.25,131.2,36.694,93.45,7.2,79.9,69.45,21.4,11.54,14.04,11.421,7.18,43.367,4.65,50.05,27.55,75.9,36.25,9.07,4.77,11.6,9.03,85.15,6.39,2.9,171.7,4.77,4.82,3.09,4.12,17.92,34.85,4.72,12.34,25.3,5.25,2.69,145.7,13.8,3.07,41.6,27.65,6.17,26.25,10.9,44.35,97.3,53.4,3.27
3/10/2016,14.46,77.1,130.8,36.983,92.45,7.27,79.85,69.15,21.15,11.28,13.48,11.438,7.02,40.775,4.88,50.2,27.2,75.45,36.15,9.05,4.82,11.58,9.11,85.05,6.33,2.92,171,4.79,4.86,3.08,4.12,17.56,34.7,4.75,12.46,25.05,5.29,2.64,145,13.88,3.1,42.05,28.15,6.29,26.25,10.82,44.35,98.3,52.2,3.19
3/11/2016,14.44,75.35,131.4,37.231,93.45,7.16,80.3,68.15,21.45,12.32,13.82,11.537,7.04,40.825,4.9,50.3,27.65,76,36.35,9.1,4.84,11.64,9.18,85.5,6.44,2.91,172.8,4.8,4.95,3.11,4.15,17.9,34.75,4.83,12.56,25.75,5.42,2.7,148.1,14.14,3.13,43,28.7,6.37,27,10.96,43.95,99.15,53,3.35
3/14/2016,14.64,75.65,132.5,38.471,94.85,7.35,80.45,68.6,21.55,12,13.84,11.62,7.16,41.822,4.99,50.7,27.8,77.15,37.35,9.34,4.91,11.7,9.08,86.15,6.55,2.9,175.5,4.88,4.88,3.15,4.23,18.38,35.3,4.92,12.88,26.2,5.39,2.7,153.3,14.18,3.17,42.65,29.1,6.46,26.7,10.92,44.7,99.1,53,3.42
3/15/2016,14.62,76,132.5,38.347,94.55,7.37,80.2,68.95,21.9,11.8,13.7,11.62,7.11,41.523,4.96,50.2,27.6,76.4,37.65,9.23,4.84,11.76,8.82,85.5,6.58,2.92,174.3,4.83,4.79,3.13,4.21,18.4,35,4.88,12.68,25.8,5.31,2.65,151.3,14.08,3.07,42.55,29.15,6.38,26.9,10.84,44.85,98.9,53.2,3.3
3/16/2016,14.78,75.75,132.6,38.678,94.45,7.45,79.95,68.85,21.8,11.72,13.68,11.669,7.1,41.872,4.83,49.85,27.4,75.45,38.35,9.15,4.93,11.76,8.7,86.35,6.47,3.01,173.8,4.85,4.76,3.13,4.23,18.3,35.3,4.87,12.5,25.6,5.19,2.65,150.9,13.78,3.06,42.3,29.05,6.26,26.8,10.8,45.45,99.1,52.95,3.27
3/17/2016,15.04,75,135.9,39.132,95.55,7.59,81.5,69.3,22.3,11.98,13.8,11.835,7.14,42.071,4.78,50.45,27.55,77.65,37.95,9.98,4.94,11.78,9.14,84.55,6.49,3.26,175.2,4.95,4.85,3.18,4.32,18.7,36.1,4.94,12.92,26.05,5.42,2.7,152.3,14.2,3.2,42.45,29.4,6.4,27.05,10.82,46.75,98.85,53.85,3.43
3/18/2016,14.84,74.45,135.1,39.545,95.4,7.63,82,69.45,22.45,11.96,13.88,11.719,7.04,42.271,4.57,50,27.95,78.1,37.9,10.08,5,11.74,9.08,85.1,6.27,3.3,175.6,5,4.88,3.2,4.33,19.02,36.95,5.05,13,26.15,5.4,2.7,157.9,14.8,3.33,42.7,31.5,6.24,29.65,11,46.75,100.6,53.45,3.42
3/21/2016,14.86,74.7,134.2,40.041,95.05,7.61,81.25,69.15,22.8,11.8,13.6,11.818,7.1,42.819,4.46,50.3,27.95,78.6,37.85,9.94,4.95,11.98,8.97,84.4,6.25,3.28,185.4,4.97,4.83,3.19,4.32,19.28,37.45,5.1,13.02,25.5,5.31,2.68,158.1,14.98,3.39,42.85,30.8,6.24,28.8,10.9,46.8,100,55.7,3.44
3/22/2016,14.74,75.4,133.6,38.388,94.65,7.66,81.7,69.1,22.55,11.84,13.2,11.62,7.04,41.722,4.4,50,28.35,78.5,38,9.92,4.95,12.06,9.04,83.8,6.37,3.22,186.2,4.94,4.82,3.19,4.31,19.5,37.4,5.04,12.72,25.15,5.32,2.61,159.5,13.98,3.32,42.55,30.35,6.59,28.6,10.92,46.3,102.4,54.95,3.4
3/23/2016,14.86,74.35,133.4,38.884,95.3,7.55,81.5,69.2,22.75,11.96,13.1,11.62,7.09,41.772,4.44,49.5,27.25,78.25,37.3,10.02,4.93,12.1,9.17,83.8,6.29,3.29,184.4,4.93,4.92,3.18,4.3,19.32,37.25,5.03,12.58,24.5,5.37,2.57,159.7,13.84,3.33,42.25,31,6.56,29.05,11.12,45.5,101.4,54.8,3.76
3/24/2016,14.6,74.4,132.8,38.182,93.1,7.31,81.45,69.1,22.2,11.84,12.98,11.653,6.88,41.074,4.44,48.8,27.1,78.4,37.55,10,4.99,12,8.96,83.3,6.15,3.43,182.2,4.86,4.79,3.14,4.23,18.56,36.3,4.9,12.44,24.3,5.14,2.52,158.8,13.84,3.28,41.85,30.1,6.54,28.4,10.92,44.85,100.3,57.1,3.7
3/25/2016,14.6,74.4,132.8,38.182,93.1,7.31,81.45,69.1,22.2,11.84,12.98,11.653,6.88,41.074,4.44,48.8,27.1,78.4,37.55,10,4.99,12,8.96,83.3,6.15,3.43,182.2,4.86,4.79,3.14,4.23,18.56,36.3,4.9,12.44,24.3,5.14,2.52,158.8,13.84,3.28,41.85,30.1,6.54,28.4,10.92,44.85,100.3,57.1,3.7
3/28/2016,14.6,74.4,132.8,38.182,93.1,7.31,81.45,69.1,22.2,11.84,12.98,11.653,6.88,41.074,4.44,48.8,27.1,78.4,37.55,10,4.99,12,8.96,83.3,6.15,3.43,182.2,4.86,4.79,3.14,4.23,18.56,36.3,4.9,12.44,24.3,5.14,2.52,158.8,13.84,3.28,41.85,30.1,6.54,28.4,10.92,44.85,100.3,57.1,3.7
3/29/2016,14.56,73.85,134.8,39.091,92.75,7.22,80.85,69.35,22.5,11.54,12.96,11.603,6.77,41.473,4.43,48.6,26.45,78,37.4,9.97,4.94,11.96,8.99,83.95,6.03,3.42,181.9,4.9,4.72,3.15,4.25,18.42,36.5,4.87,12.16,23.95,4.99,2.48,157.3,13.68,3.24,42.45,31.2,6.59,29.1,10.88,45.65,100.3,57.85,3.86
3/30/2016,14.72,75.8,136,40.124,95.7,7.48,82.55,70,22.85,11.9,13.34,11.934,7.23,42.62,4.56,49.05,26.8,79.2,38.25,10.04,5.02,12.38,9.07,84.9,6.15,3.49,186.3,5.05,4.99,3.25,4.38,19.1,37.15,5.07,11.92,24.55,5.14,2.51,158.2,14.1,3.26,43.9,31.75,6.69,29.65,12.12,46.4,102.3,59,3.83
3/31/2016,14.82,75.85,137.1,39.38,94.85,7.39,83.5,70.15,23.15,11.8,13.42,11.983,7.24,42.271,4.59,48.4,26.65,79.35,38.4,10.24,5.02,12.28,9.16,86.45,6.04,3.46,186.8,4.95,5.09,3.22,4.34,19.14,37.1,5.1,12.2,24.55,5.16,2.47,158.4,14.5,3.22,43.95,31.6,6.74,29.1,12.34,46,100.7,59.3,3.84
4/1/2016,14.68,75.8,135.7,39.008,92.85,7.29,82.55,70.25,23,11.72,13.2,11.802,7,39.828,4.52,47.95,26.2,78.2,37.95,10.06,5.05,11.98,8.87,85.65,5.94,3.49,184.2,4.91,5.06,3.19,4.22,18.52,36.1,5.02,11.7,24.1,5.07,2.56,158.5,14.14,3.18,43.15,30.1,6.68,28,12.2,45.65,100.8,58.5,3.72
4/4/2016,14.68,75.8,135.7,39.008,92.85,7.29,82.55,70.25,23,11.72,13.2,11.802,7,39.828,4.52,47.95,26.2,78.2,37.95,10.06,5.05,11.98,8.87,85.65,5.94,3.49,184.2,4.91,5.06,3.19,4.22,18.52,36.1,5.02,11.7,24.1,5.07,2.56,158.5,14.14,3.18,43.15,30.1,6.68,28,12.2,45.65,100.8,58.5,3.72
4/5/2016,14.24,76,134.6,38.802,91.25,7.23,81.8,68.85,22.6,11.52,13.14,11.669,7.12,39.13,4.51,46.75,26.9,78.5,37.7,9.94,5.01,11.6,8.59,85,5.69,3.38,181.9,4.81,4.93,3.11,4.13,18.2,35.45,4.87,11.54,23.85,4.86,2.57,156.6,14.08,3.19,42.7,29.2,6.75,26.85,12.26,45.5,98.8,58.5,3.72
